location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Mexico,MEX,12/24/2020,2924,2924,,,,,0,0,,,,,
Mexico,MEX,12/25/2020,,,,,,1300,,,,,10,1300,0.001
Mexico,MEX,12/26/2020,,,,,,1300,,,,,10,1300,0.001
Mexico,MEX,12/27/2020,6824,6824,,,,1300,0.01,0.01,,,10,1300,0.001
Mexico,MEX,12/28/2020,9579,9579,,,2755,1664,0.01,0.01,,,13,1664,0.001
Mexico,MEX,12/29/2020,18529,18529,,,8950,3121,0.01,0.01,,,24,3121,0.002
Mexico,MEX,12/30/2020,24998,24998,,,6469,3679,0.02,0.02,,,28,3679,0.003
Mexico,MEX,12/31/2020,,,,,,3695,,,,,28,3695,0.003
Mexico,MEX,1/1/2021,,,,,,4051,,,,,31,4051,0.003
Mexico,MEX,1/2/2021,,,,,,4407,,,,,34,4407,0.003
Mexico,MEX,1/3/2021,,,,,,4763,,,,,37,4763,0.004
Mexico,MEX,1/4/2021,43960,43960,,,,4912,0.03,0.03,,,38,4912,0.004
Mexico,MEX,1/5/2021,48236,48236,,,4276,4244,0.04,0.04,,,33,4244,0.003
Mexico,MEX,1/6/2021,53185,53185,,,4949,4027,0.04,0.04,,,31,4027,0.003
Mexico,MEX,1/7/2021,58402,58402,,,5217,4230,0.04,0.04,,,32,4230,0.003
Mexico,MEX,1/8/2021,67468,67468,,,9066,4984,0.05,0.05,,,38,4984,0.004
Mexico,MEX,1/9/2021,74794,74794,,,7326,5488,0.06,0.06,,,42,5488,0.004
Mexico,MEX,1/10/2021,81300,81300,,,6506,5876,0.06,0.06,,,45,5876,0.005
Mexico,MEX,1/11/2021,87060,87060,,,5760,6157,0.07,0.07,,,47,6157,0.005
Mexico,MEX,1/12/2021,92879,92879,,,5819,6378,0.07,0.07,,,49,6378,0.005
Mexico,MEX,1/13/2021,192567,192567,,,99688,19912,0.15,0.15,,,153,19912,0.015
Mexico,MEX,1/14/2021,329983,329983,,,137416,38797,0.25,0.25,,,298,38797,0.03
Mexico,MEX,1/15/2021,417375,415417,1958,,87392,49987,0.32,0.32,0,,384,49707,0.038
Mexico,MEX,1/16/2021,463246,461025,2221,,45871,55493,0.36,0.35,0,,426,55176,0.042
Mexico,MEX,1/17/2021,472142,468708,3434,,8896,55835,0.36,0.36,0,,429,55344,0.042
Mexico,MEX,1/18/2021,492529,485983,6546,,20387,57924,0.38,0.37,0.01,,445,56989,0.044
Mexico,MEX,1/19/2021,498122,488513,9609,,5593,57892,0.38,0.38,0.01,,444,56519,0.043
Mexico,MEX,1/20/2021,501030,489628,11402,,2908,44066,0.38,0.38,0.01,,338,42437,0.033
Mexico,MEX,1/21/2021,552335,534317,18018,,51305,31765,0.42,0.41,0.01,,244,29191,0.022
Mexico,MEX,1/22/2021,614808,594725,20083,,62473,28205,0.47,0.46,0.02,,217,25615,0.02
Mexico,MEX,1/23/2021,618768,596296,22472,,3960,22217,0.48,0.46,0.02,,171,19324,0.015
Mexico,MEX,1/24/2021,629626,604441,25185,,10858,22498,0.48,0.46,0.02,,173,19390,0.015
Mexico,MEX,1/25/2021,645105,616390,28715,,15479,21797,0.5,0.47,0.02,,167,18630,0.014
Mexico,MEX,1/26/2021,652319,621005,31314,,7214,22028,0.5,0.48,0.02,,169,18927,0.015
Mexico,MEX,1/27/2021,656044,624730,31314,,3725,22145,0.5,0.48,0.02,,170,19300,0.015
Mexico,MEX,1/28/2021,657842,626528,31314,,1798,15072,0.51,0.48,0.02,,116,13173,0.01
Mexico,MEX,1/29/2021,662217,630820,31397,,4375,6773,0.51,0.48,0.02,,52,5156,0.004
Mexico,MEX,1/30/2021,670307,631298,39009,,8090,7363,0.51,0.48,0.03,,57,5000,0.004
Mexico,MEX,1/31/2021,673327,631485,41842,,3020,6243,0.52,0.48,0.03,,48,3863,0.003
Mexico,MEX,2/1/2021,675202,631747,43455,,1875,4300,0.52,0.48,0.03,,33,2194,0.002
Mexico,MEX,2/2/2021,677539,631791,45748,,2337,3603,0.52,0.49,0.04,,28,1541,0.001
Mexico,MEX,2/3/2021,686601,632439,54162,,9062,4365,0.53,0.49,0.04,,34,1101,0.001
Mexico,MEX,2/4/2021,695088,634346,60742,,8487,5321,0.53,0.49,0.05,,41,1117,0.001
Mexico,MEX,2/5/2021,700316,636070,64246,,5228,5443,0.54,0.49,0.05,,42,750,0.001
Mexico,MEX,2/6/2021,710198,637098,73100,,9882,5699,0.55,0.49,0.06,,44,829,0.001
Mexico,MEX,2/7/2021,713517,637681,75836,,3319,5741,0.55,0.49,0.06,,44,885,0.001
Mexico,MEX,2/8/2021,717820,638391,79429,,4303,6088,0.55,0.49,0.06,,47,949,0.001
Mexico,MEX,2/9/2021,,,,,,6246,,,,,48,1066,0.001
Mexico,MEX,2/10/2021,724707,640115,84592,,,5444,0.56,0.49,0.06,,42,1097,0.001
Mexico,MEX,2/11/2021,725447,640115,85332,,740,4337,0.56,0.49,0.07,,33,824,0.001
Mexico,MEX,2/12/2021,726002,640115,85887,,555,3669,0.56,0.49,0.07,,28,578,0
Mexico,MEX,2/13/2021,726313,640125,86188,,311,2302,0.56,0.49,0.07,,18,432,0
Mexico,MEX,2/14/2021,,,,,,3497,,,,,27,2018,0.002
Mexico,MEX,2/15/2021,749682,663484,86198,,,4552,0.58,0.51,0.07,,35,3585,0.003
Mexico,MEX,2/16/2021,915383,829185,86198,,165701,27731,0.7,0.64,0.07,,213,27133,0.021
Mexico,MEX,2/17/2021,1058139,958473,99666,,142756,47633,0.81,0.74,0.08,,366,45480,0.035
Mexico,MEX,2/18/2021,1318055,,,,259916,84658,1.01,,,,650,59534,0.046
Mexico,MEX,2/19/2021,1574158,1155227,418931,,256103,121165,1.21,0.89,0.32,,930,73587,0.056
Mexico,MEX,2/20/2021,1656304,1210886,445418,,82146,132856,1.27,0.93,0.34,,1020,81537,0.063
Mexico,MEX,2/21/2021,1689158,1236103,453055,,32854,135880,1.3,0.95,0.35,,1043,83471,0.064
Mexico,MEX,2/22/2021,1733404,1277187,456217,,44246,140532,1.33,0.98,0.35,,1079,87672,0.067
Mexico,MEX,2/23/2021,1801156,1336854,464302,,67752,126539,1.38,1.03,0.36,,971,72524,0.056
Mexico,MEX,2/24/2021,1900784,1425395,475389,,99628,120378,1.46,1.09,0.36,,924,66703,0.051
Mexico,MEX,2/25/2021,2088813,1562401,526412,,188029,110108,1.6,1.2,0.4,,845,72222,0.055
Mexico,MEX,2/26/2021,2271032,1708721,562311,,182219,99553,1.74,1.31,0.43,,764,79071,0.061
Mexico,MEX,2/27/2021,2383411,1818034,565377,,112379,103872,1.83,1.4,0.43,,797,86735,0.067
Mexico,MEX,2/28/2021,2455095,1889672,565423,,71684,109420,1.88,1.45,0.43,,840,93367,0.072
Mexico,MEX,3/1/2021,2526863,1959525,567338,,71768,113351,1.94,1.5,0.44,,870,97477,0.075
Mexico,MEX,3/2/2021,2583435,2012853,570582,,56572,111754,1.98,1.55,0.44,,858,96571,0.074
Mexico,MEX,3/3/2021,2633580,2043941,589639,,50145,104685,2.02,1.57,0.45,,804,88364,0.068
Mexico,MEX,3/4/2021,2676035,,,,42455,83889,2.05,,,,644,74850,0.057
Mexico,MEX,3/5/2021,2731900,2128766,603134,,55865,65838,2.1,1.63,0.46,,505,60006,0.046
Mexico,MEX,3/6/2021,2765805,2162358,603447,,33905,54628,2.12,1.66,0.46,,419,49189,0.038
Mexico,MEX,3/7/2021,2793106,,,,27301,48287,2.14,,,,371,44879,0.034
Mexico,MEX,3/8/2021,2849630,2245291,604339,,56524,46110,2.19,1.72,0.46,,354,40824,0.031
Mexico,MEX,3/9/2021,3100868,2495067,605801,,251238,73919,2.38,1.92,0.47,,567,68888,0.053
Mexico,MEX,3/10/2021,3488000,2882000,606000,,387132,122060,2.68,2.21,0.47,,937,119723,0.092
Mexico,MEX,3/11/2021,3800000,,,,312000,160566,2.92,,,,1233,150355,0.115
Mexico,MEX,3/12/2021,4005131,3395671,609460,,205131,181890,3.07,2.61,0.47,,1396,180986,0.139
Mexico,MEX,3/13/2021,4214294,3604420,609874,,209163,206927,3.24,2.77,0.47,,1589,206009,0.158
Mexico,MEX,3/14/2021,4339926,3730045,609881,,125632,220974,3.33,2.86,0.47,,1696,218032,0.167
Mexico,MEX,3/15/2021,4404608,3794719,609889,,64682,222140,3.38,2.91,0.47,,1705,221347,0.17
Mexico,MEX,3/16/2021,4530784,,,,126176,204274,3.48,,,,1568,208238,0.16
Mexico,MEX,3/17/2021,4737622,4110741,626881,,206838,178517,3.64,3.16,0.48,,1370,175534,0.135
Mexico,MEX,3/18/2021,4947522,4300720,646802,,209900,163932,3.8,3.3,0.5,,1258,165984,0.127
Mexico,MEX,3/19/2021,5186751,,,,239229,168803,3.98,,,,1296,162338,0.125
Mexico,MEX,3/20/2021,5459014,4763347,695667,,272263,177817,4.19,3.66,0.53,,1365,165561,0.127
Mexico,MEX,3/21/2021,5612291,4895523,716768,,153277,181766,4.31,3.76,0.55,,1395,166497,0.128
Mexico,MEX,3/22/2021,5781359,5046896,734463,,169068,196679,4.44,3.87,0.56,,1510,178882,0.137
Mexico,MEX,3/23/2021,5926967,,,,145608,199455,4.55,,,,1531,178054,0.137
Mexico,MEX,3/24/2021,6119298,5351319,767979,,192331,197382,4.7,4.11,0.59,,1515,177225,0.136
Mexico,MEX,3/25/2021,6243886,5460096,783790,,124588,185195,4.79,4.19,0.6,,1422,165625,0.127
Mexico,MEX,3/26/2021,6487170,5675286,811884,,243284,185774,4.98,4.36,0.62,,1426,163322,0.125
Mexico,MEX,3/27/2021,6724789,5901505,823284,,237619,180825,5.16,4.53,0.63,,1388,162594,0.125
Mexico,MEX,3/28/2021,6852596,,,,127807,177186,5.26,,,,1360,162712,0.125
Mexico,MEX,3/29/2021,7018449,6167510,850939,,165853,176727,5.39,4.73,0.65,,1357,160088,0.123
Mexico,MEX,3/30/2021,7404912,,,,386463,211135,5.68,,,,1621,191036,0.147
Mexico,MEX,3/31/2021,7851053,6905214,945839,,446141,247394,6.03,5.3,0.73,,1899,221985,0.17
Mexico,MEX,4/1/2021,,,,,,286266,,,,,2198,255082,0.196
Mexico,MEX,4/2/2021,8644446,7586131,1058315,,,308182,6.64,5.82,0.81,,2366,272978,0.21
Mexico,MEX,4/3/2021,8987190,7903660,1083530,,342744,323200,6.9,6.07,0.83,,2481,286022,0.22
Mexico,MEX,4/4/2021,9036000,7924236,1111764,,48810,311915,6.94,6.08,0.85,,2395,269961,0.207
Mexico,MEX,4/5/2021,9287405,8113230,1174175,,251405,324137,7.13,6.23,0.9,,2488,277960,0.213
Mexico,MEX,4/6/2021,9675517,8372272,1303245,,388112,324372,7.43,6.43,1,,2490,262273,0.201
Mexico,MEX,4/7/2021,10089420,8617038,1472382,,413903,319767,7.75,6.62,1.13,,2455,244546,0.188
Mexico,MEX,4/8/2021,10642873,9232815,1664658,,553453,342160,8.17,7.09,1.28,,2627,283878,0.218
Mexico,MEX,4/9/2021,10984869,9426179,1855048,,341996,334346,8.43,7.24,1.42,,2567,262864,0.202
Mexico,MEX,4/10/2021,11204183,9552933,1976517,,219314,316713,8.6,7.33,1.52,,2431,235610,0.181
Mexico,MEX,4/11/2021,11395137,9673708,2069821,,190954,337020,8.75,7.43,1.59,,2587,249925,0.192
Mexico,MEX,4/12/2021,11703164,9871026,2223846,,308027,345108,8.98,7.58,1.71,,2649,251114,0.193
Mexico,MEX,4/13/2021,12407625,10310521,2632006,,704461,390301,9.53,7.92,2.02,,2996,276893,0.213
Mexico,MEX,4/14/2021,12912963,10581915,2954683,,505338,403363,9.91,8.12,2.27,,3097,280697,0.215
Mexico,MEX,4/15/2021,13421708,10837356,3286908,,508745,396976,10.3,8.32,2.52,,3048,229220,0.176
Mexico,MEX,4/16/2021,13978181,11067294,3681064,,556473,427616,10.73,8.5,2.83,,3283,234445,0.18
Mexico,MEX,4/17/2021,14240830,11196970,3844491,,262649,433807,10.93,8.6,2.95,,3330,234862,0.18
Mexico,MEX,4/18/2021,14368074,11253761,3927307,,127244,424705,11.03,8.64,3.01,,3260,225722,0.173
Mexico,MEX,4/19/2021,14571509,11288822,4111121,,203435,409764,11.19,8.67,3.16,,3146,202542,0.155
Mexico,MEX,4/20/2021,15003610,11449064,4512826,,432101,370855,11.52,8.79,3.46,,2847,162649,0.125
Mexico,MEX,4/21/2021,15477517,11622868,4978670,,473907,366365,11.88,8.92,3.82,,2813,148708,0.114
Mexico,MEX,4/22/2021,15874809,11807897,5347232,,397292,350443,12.19,9.06,4.1,,2690,138649,0.106
Mexico,MEX,4/23/2021,16214484,11961104,5646105,,339675,319472,12.45,9.18,4.33,,2453,127687,0.098
Mexico,MEX,4/24/2021,16410034,12038498,5830079,,195550,309886,12.6,9.24,4.48,,2379,120218,0.092
Mexico,MEX,4/25/2021,16501739,12054021,5917676,,91705,304809,12.67,9.25,4.54,,2340,114323,0.088
Mexico,MEX,4/26/2021,16687189,12096308,6096954,,185450,302240,12.81,9.29,4.68,,2320,115355,0.089
Mexico,MEX,4/27/2021,,,,,,288426,,,,,2214,102425,0.079
Mexico,MEX,4/28/2021,17357993,12235767,6752282,,,268639,13.33,9.39,5.18,,2062,87557,0.067
Mexico,MEX,4/29/2021,17718806,12354467,7100269,,360813,263428,13.6,9.48,5.45,,2022,78081,0.06
Mexico,MEX,4/30/2021,18080005,12477933,7440439,,361199,266503,13.88,9.58,5.71,,2046,73833,0.057
Mexico,MEX,5/1/2021,18326726,12572997,7650150,,246721,273813,14.07,9.65,5.87,,2102,76357,0.059
Mexico,MEX,5/2/2021,18471669,12625860,7792707,,144943,281419,14.18,9.69,5.98,,2160,81691,0.063
Mexico,MEX,5/3/2021,18827623,12740897,,,355954,305776,14.45,9.78,,,2347,92084,0.071
Mexico,MEX,5/4/2021,19340234,12984236,8418291,,512611,331092,14.85,9.97,6.46,,2542,116886,0.09
Mexico,MEX,5/5/2021,19951121,13328238,8790655,,610887,370447,15.32,10.23,6.75,,2844,156067,0.12
Mexico,MEX,5/6/2021,20540830,13715159,9092249,,589709,403146,15.77,10.53,6.98,,3095,194385,0.149
Mexico,MEX,5/7/2021,21008618,14021482,9325576,,467788,418373,16.13,10.76,7.16,,3212,220507,0.169
Mexico,MEX,5/8/2021,21228359,14148207,9440251,,219741,414519,16.3,10.86,7.25,,3182,225030,0.173
Mexico,MEX,5/9/2021,21300414,14176406,9486795,,72055,404106,16.35,10.88,7.28,,3102,221507,0.17
Mexico,MEX,5/10/2021,,,,,,373889,,,,,2870,218791,0.168
Mexico,MEX,5/11/2021,21589272,14368460,9500000,,,321291,16.57,11.03,7.29,,2466,197746,0.152
Mexico,MEX,5/12/2021,21986456,14673682,9861173,,397184,290762,16.88,11.26,7.57,,2232,192206,0.148
Mexico,MEX,5/13/2021,22413285,14996844,10108593,,426829,267494,17.21,11.51,7.76,,2054,183098,0.141
Mexico,MEX,5/14/2021,,,,,,236628,,,,,1817,161116,0.124
Mexico,MEX,5/15/2021,,,,,,241197,,,,,1852,164791,0.127
Mexico,MEX,5/16/2021,23168462,15454195,10604476,,,266864,17.79,11.86,8.14,,2049,182541,0.14
Mexico,MEX,5/17/2021,23301884,15544106,10652500,,133422,265292,17.89,11.93,8.18,,2037,181668,0.139
Mexico,MEX,5/18/2021,,,,,,310474,,,,,2383,212917,0.163
Mexico,MEX,5/19/2021,24223297,16173646,11131624,,,319549,18.6,12.42,8.55,,2453,214281,0.164
Mexico,MEX,5/20/2021,24988066,16819083,11384107,,764769,367826,19.18,12.91,8.74,,2824,260320,0.2
Mexico,MEX,5/21/2021,25626413,17386061,11584756,,638347,423057,19.67,13.35,8.89,,3248,319538,0.245
Mexico,MEX,5/22/2021,26148948,17858127,11720188,,522535,461745,20.07,13.71,9,,3545,365197,0.28
Mexico,MEX,5/23/2021,26478866,18170321,11784494,,329918,472915,20.33,13.95,9.05,,3630,388018,0.298
Mexico,MEX,5/24/2021,26655760,18338034,11794554,,176894,479125,20.46,14.08,9.05,,3678,399133,0.306
Mexico,MEX,5/25/2021,26953788,18610667,11832208,,298028,455885,20.69,14.29,9.08,,3500,393113,0.302
Mexico,MEX,5/26/2021,27709853,19327543,11919690,,756065,498079,21.27,14.84,9.15,,3824,450557,0.346
Mexico,MEX,5/27/2021,,,,,,498123,,,,,3824,457902,0.352
Mexico,MEX,5/28/2021,29239997,20721248,12204779,,,516226,22.45,15.91,9.37,,3963,476455,0.366
Mexico,MEX,5/29/2021,29861331,21259657,12320589,,621334,530340,22.92,16.32,9.46,,4071,485933,0.373
Mexico,MEX,5/30/2021,30293682,21636247,12390240,,432351,544974,23.26,16.61,9.51,,4184,495132,0.38
Mexico,MEX,5/31/2021,30477703,21796967,12415247,,184021,545992,23.4,16.73,9.53,,4191,494133,0.379
Mexico,MEX,6/1/2021,30990908,22043213,12604789,,513205,576731,23.79,16.92,9.68,,4427,490364,0.376
Mexico,MEX,6/2/2021,31811931,22633460,12919455,,821023,586011,24.42,17.38,9.92,,4499,472274,0.363
Mexico,MEX,6/3/2021,32874857,23200887,13417362,,1062926,628562,25.24,17.81,10.3,,4825,453784,0.348
Mexico,MEX,6/4/2021,33779982,23730336,13801863,,905125,648569,25.93,18.22,10.6,,4979,429870,0.33
Mexico,MEX,6/5/2021,34457602,24098361,14118256,,677620,656610,26.45,18.5,10.84,,5041,405529,0.311
Mexico,MEX,6/6/2021,,,,,,609199,,,,,4677,360724,0.277
Mexico,MEX,6/7/2021,34658545,24224273,14193288,,,597263,26.61,18.6,10.9,,4585,346758,0.266
Mexico,MEX,6/8/2021,35166248,24570319,14358881,,507703,596477,27,18.86,11.02,,4579,361015,0.277
Mexico,MEX,6/9/2021,36164011,25306211,14639188,,997763,621726,27.76,19.43,11.24,,4773,381822,0.293
Mexico,MEX,6/10/2021,36430953,25465992,14747978,,266942,508014,27.97,19.55,11.32,,3900,323586,0.248
Mexico,MEX,6/11/2021,36983641,25860841,14911487,,552688,457666,28.39,19.85,11.45,,3513,304358,0.234
Mexico,MEX,6/12/2021,37294959,26081614,15003652,,311318,405337,28.63,20.02,11.52,,3112,283322,0.218
Mexico,MEX,6/13/2021,37521976,26251224,15062873,,227017,423415,28.8,20.15,11.56,,3250,298558,0.229
Mexico,MEX,6/14/2021,37803462,26422800,15175659,,281486,449274,29.02,20.28,11.65,,3449,314075,0.241
Mexico,MEX,6/15/2021,38248562,26665789,15383285,,445100,440331,29.36,20.47,11.81,,3380,299353,0.23
Mexico,MEX,6/16/2021,38633462,26886856,15551250,,384900,352779,29.66,20.64,11.94,,2708,225806,0.173
Mexico,MEX,6/17/2021,39153336,27253174,15825432,,519874,388912,30.06,20.92,12.15,,2986,255312,0.196
Mexico,MEX,6/18/2021,39623088,27543142,16177003,,469752,377064,30.42,21.14,12.42,,2895,240329,0.184
Mexico,MEX,6/19/2021,40031327,27753807,16526469,,408239,390910,30.73,21.31,12.69,,3001,238885,0.183
Mexico,MEX,6/20/2021,40227974,27896212,16695831,,196647,386571,30.88,21.42,12.82,,2968,234998,0.18
Mexico,MEX,6/21/2021,40700954,28198409,17047687,,472980,413927,31.25,21.65,13.09,,3178,253658,0.195
Mexico,MEX,6/22/2021,41368066,28590500,17463895,,667112,445643,31.76,21.95,13.41,,3421,274959,0.211
Mexico,MEX,6/23/2021,42155839,29099499,18006199,,787773,503197,32.36,22.34,13.82,,3863,316092,0.243
Mexico,MEX,6/24/2021,42791467,29520484,18350137,,635628,519733,32.85,22.66,14.09,,3990,323901,0.249
Mexico,MEX,6/25/2021,43369096,29847977,18634875,,577629,535144,33.29,22.91,14.31,,4108,329262,0.253
Mexico,MEX,6/26/2021,43753814,30009547,18863087,,384718,531784,33.59,23.04,14.48,,4082,322249,0.247
Mexico,MEX,6/27/2021,43912990,30078813,18953253,,159176,526431,33.71,23.09,14.55,,4041,311800,0.239
Mexico,MEX,6/28/2021,44385584,30385823,19126940,,472594,526376,34.07,23.33,14.68,,4041,312488,0.24
Mexico,MEX,6/29/2021,45113218,30903150,19358590,,727634,535022,34.63,23.72,14.86,,4107,330379,0.254
Mexico,MEX,6/30/2021,45898210,31510606,19566228,,784992,534624,35.24,24.19,15.02,,4104,344444,0.264
Mexico,MEX,7/1/2021,46451716,31960060,19686818,,553506,522893,35.66,24.54,15.11,,4014,348511,0.268
Mexico,MEX,7/2/2021,46945511,32397097,19755489,,493795,510916,36.04,24.87,15.17,,3922,364160,0.28
Mexico,MEX,7/3/2021,,,,,,473956,,,,,3638,353826,0.272
Mexico,MEX,7/4/2021,47197494,32575554,19829015,,,469215,36.23,25.01,15.22,,3602,356677,0.274
Mexico,MEX,7/5/2021,47739783,33002466,19937022,,542289,479171,36.65,25.34,15.31,,3679,373806,0.287
Mexico,MEX,7/6/2021,48499324,33691170,20040922,,759541,483729,37.23,25.86,15.39,,3714,398289,0.306
Mexico,MEX,7/7/2021,49202252,34155903,20355222,,702928,472006,37.77,26.22,15.63,,3624,377900,0.29
Mexico,MEX,7/8/2021,49857020,34627540,20548715,,654768,486472,38.27,26.58,15.77,,3735,381069,0.293
Mexico,MEX,7/9/2021,50362218,35065569,20621383,,505198,488101,38.66,26.92,15.83,,3747,381210,0.293
Mexico,MEX,7/10/2021,50698518,35287821,20736615,,336300,518145,38.92,27.09,15.92,,3978,400214,0.307
Mexico,MEX,7/11/2021,50817979,35378414,20766146,,119461,517212,39.01,27.16,15.94,,3971,400409,0.307
Mexico,MEX,7/12/2021,51331578,35728222,20945773,,513599,513114,39.41,27.43,16.08,,3939,389394,0.299
Mexico,MEX,7/13/2021,51986413,36230549,21108633,,654835,498156,39.91,27.81,16.2,,3824,362768,0.278
